,corruption,psnr_to_input,psnr_to_target,ssim_to_input,ssim_to_target,l2_to_input,l2_to_target,lpips_to_input,lpips_to_target,fid,num_imgs
0,voronoi_noise,21.381982803344727,16.519269943237305,0.5541537404060364,0.5364004373550415,36.69198989868164,65.46452331542969,0.21939601004123688,0.24062974750995636,92.34734344482422,99
