,corruption,psnr_to_input,psnr_to_target,ssim_to_input,ssim_to_target,l2_to_input,l2_to_target,lpips_to_input,lpips_to_target,fid,num_imgs
0,voronoi_noise,26.30280876159668,16.757421493530273,0.8227506279945374,0.6479817032814026,19.913204193115234,63.677520751953125,0.17048561573028564,0.24423450231552124,144.69363403320312,34
